agent_id,seq,sub_seq,time,loc_type,link_id,from_node,to_node,lng,lat,prj_lng,prj_lat,dis_to_next,match_heading,route_dis
1,0,0,2018-10-09 09:24:02.000000000,s,3973,2250,802,104.10242,30.662000000000003,104.1016731,30.6616937,427.36527293140296,273.98,0.0
1,1,0,2018-10-09 09:24:28.000000000,s,3975,802,1971,104.10174,30.663949999999996,104.09991483380341,30.66402574539921,304.83127867409996,3.31,168.17105386586104
1,1,1,2018-10-09 09:24:35.500000000,c,3375,1971,198,104.101425,30.664735,104.09992385000146,30.664327750000204,,,5.120166375574254
1,1,2,2018-10-09 09:24:43.000000000,c,160,198,200,104.10111,30.66552,104.0998039004717,30.664749000072817,,,43.06939232000981
1,1,3,2018-10-09 09:24:50.500000000,c,4112,200,675,104.100795,30.666305000000005,104.09947180131086,30.66569890022751,,,66.94042764386788
1,2,0,2018-10-09 09:24:58.000000000,s,666,675,677,104.10048,30.66709000000001,104.09909630602162,30.66666669173038,82.7682730918631,340.97,46.20233253996098
1,3,0,2018-10-09 09:25:28.000000000,s,666,675,677,104.10019,30.667789999999997,104.09880951945256,30.667371149444737,23.770598249550233,340.97,128.97060563182407
1,4,0,2018-10-09 09:25:58.000000000,s,666,675,677,104.1001,30.667989999999993,104.09872734566837,30.66757352378191,0.0,340.97,152.7412038813743
1,5,0,2018-10-09 09:26:28.000000000,s,666,675,677,104.1001,30.667989999999993,104.09872734566837,30.66757352378191,89.9470410509416,340.97,152.7412038813743
1,6,0,2018-10-09 09:26:58.000000000,s,1178,677,514,104.09956,30.66799,104.0984164,30.668339299999996,631.5293962477401,341.13,0.0
1,6,1,2018-10-09 09:27:04.000000000,c,461,514,515,104.099148,30.667858,,,,,
1,6,2,2018-10-09 09:27:10.000000000,c,5069,515,2057,104.098736,30.667726,,,,,
1,6,3,2018-10-09 09:27:16.000000000,c,5070,2057,513,104.09832399999999,30.667593999999998,,,,,
1,6,4,2018-10-09 09:27:22.000000000,c,3370,513,2058,104.097912,30.667461999999997,104.09785357679112,30.66936335766275,,,124.7946619244134
1,7,0,2018-10-09 09:27:28.000000000,s,3372,2058,1053,104.0975,30.667329999999996,104.0972702,30.6679886,0.0,250.87,103.8293962477401
1,8,0,2018-10-09 09:27:58.000000000,s,3372,2058,1053,104.0975,30.667329999999996,104.0972702,30.6679886,75.75165682410771,250.87,103.8293962477401
1,9,0,2018-10-09 09:28:28.000000000,s,3855,1053,2226,104.09719,30.66722999999999,104.09755327883603,30.66735040852649,30.458734993374918,159.48,75.75165682410771
1,10,0,2018-10-09 09:28:58.000000000,s,3857,2226,1053,104.09742,30.665560000000003,104.0976671,30.667093800000004,284.87118282315237,339.48,0.0
1,11,0,2018-10-09 09:29:28.000000000,s,3854,1053,368,104.09546,30.666149999999988,104.09551940000001,30.667433500000005,148.06698299698508,250.32,178.66079100566972
1,11,1,2018-10-09 09:29:43.000000000,c,1176,368,369,104.09467000000001,30.666384999999995,104.09540430035482,30.66772415006427,,,34.04778116051048
1,12,0,2018-10-09 09:29:58.000000000,s,302,369,370,104.09388,30.66662,104.0944986,30.667784499999993,1000.0,251.84,79.92777400265479
1,12,1,2018-10-09 09:30:01.333333248,c,2818,370,369,104.09375222222222,30.666694444444445,104.09489389951695,30.667899650593025,,,39.96388700132739
1,12,2,2018-10-09 09:30:04.666666752,c,304,369,368,104.09362444444444,30.666768888888893,104.09540430035482,30.66772415006427,,,34.04778116051048
1,12,3,2018-10-09 09:30:08.000000000,c,1177,368,366,104.09349666666667,30.666843333333336,104.095264430047,30.66605577972621,,,158.99528854379471
1,12,4,2018-10-09 09:30:11.333333248,c,300,366,367,104.09336888888889,30.66691777777778,104.09382179965338,30.664938500200076,,,27.324581268411333
1,12,5,2018-10-09 09:30:14.666666752,c,5754,367,392,104.09324111111111,30.666992222222227,104.09344764987917,30.664712750076962,,,16.400772925730056
1,12,6,2018-10-09 09:30:18.000000000,c,5756,392,789,104.09311333333333,30.66706666666667,104.09240339873097,30.663813301377704,,,126.53086899246186
1,12,7,2018-10-09 09:30:21.333333248,c,5749,789,663,104.09298555555556,30.667141111111114,104.09068491938727,30.663338223716465,,,120.18148166012546
1,12,8,2018-10-09 09:30:24.666666752,c,813,663,790,104.09285777777778,30.66721555555556,104.09077776137184,30.666289587462128,,,293.0281532217595
1,13,0,2018-10-09 09:30:28.000000000,s,5225,790,663,104.09273,30.667290000000005,104.09149856617904,30.667650958881463,57.75660260708423,192.69,127.08411773679592
1,14,0,2018-10-09 09:30:58.000000000,s,5225,790,663,104.09182,30.666949999999996,104.09124905127297,30.667176667028993,365.3871301687006,199.19,184.84072034388015
1,15,0,2018-10-09 09:31:28.000000000,s,5225,790,663,104.08996,30.66407,104.08972714031692,30.66415422354195,13.095537791807601,203.17,550.2278505125807
